-5.876703924402842255e-02,-1.897543510733228633e-01,-2.967779690566941131e+00,4.425675650692884738e-02,-2.747938296531638944e-02
-5.876678694143191994e-02,-1.450331119036793182e-01,3.356192706586175190e-01,-2.354123391283853006e-01,-6.754283351351381137e-01
-5.876675923152997055e-02,-1.401746470502910902e-01,6.852599205005205363e-01,-2.516635819988521372e-01,-3.411431151216538504e-01
-5.876680865391230996e-02,-1.487936118343815284e-01,5.751741935176828135e-02,-2.388139035794855508e-02,-7.061273789889115360e-01
-5.876676412389137544e-02,-1.411274338345256396e-01,6.285571357960387795e-01,-1.518257476007762174e-01,9.616848510340787470e-01
-5.876676759985133974e-02,-1.416434636168503736e-01,5.900289503036088012e-01,-3.555010646630610838e-01,2.622878650513940646e-01
-5.876676621196500611e-02,-1.414599845073173101e-01,5.917350956405078577e-01,-1.000771801987020565e-01,-3.323594159262894809e-01
-5.876674866755528942e-02,-1.388270461416922230e-01,7.777242381543274519e-01,8.424195108660607889e-02,-8.062958046506950582e-01
-5.876682052569327797e-02,-1.509883579929308939e-01,-1.010825655327797362e-01,-2.404027945411201239e-01,-3.892446670580171908e-01
-5.876685100702231518e-02,-1.563603046793316520e-01,-4.953930848460194603e-01,-2.853308693107151073e-01,2.446569672420338404e-01
-5.876680346002167987e-02,-1.479568292352625991e-01,1.236089472033595760e-01,1.194641181895068904e-01,-1.057973377164524553e+00
-5.876680028114490695e-02,-1.475237570756981476e-01,1.560240437474065545e-01,-3.816797425294879975e-01,4.596139221397284591e-01
-5.876678470047434072e-02,-1.447032898879608842e-01,3.647509673644161454e-01,-2.033525524669424489e-01,-1.080698194609138740e+00
-5.876675899509485601e-02,-1.401281906465281224e-01,6.831496604216045210e-01,-8.002748827947518684e-02,-7.605664196230305096e-01
-5.876677666102399222e-02,-1.432523697038648458e-01,4.679748919540860919e-01,-1.429820091384608749e-01,-6.801910437617706418e-01
-5.876679067291763064e-02,-1.456584697995537137e-01,3.030619981077178893e-01,-3.933322320104580827e-01,2.720344163449563091e+00
-5.876676296309430586e-02,-1.409273049102493791e-01,6.426182627521722646e-01,-2.249934668780871616e-01,6.022571606897189067e-01
-5.876687210980244269e-02,-1.600978127176652666e-01,-7.731757013044602278e-01,-3.902487669896297917e-01,-1.373568176526498985e-01
-5.876680577075633904e-02,-1.483448865601619815e-01,9.398019102019679327e-02,3.975792155516612997e-02,1.330691053000732788e-02
-5.876678780254397660e-02,-1.451701777055154352e-01,3.226777232333258860e-01,-3.081187727861897097e-01,-7.026971468104964424e-01
-5.876680933330098028e-02,-1.489993713754612648e-01,4.672652371292342066e-02,-7.669119135572889656e-02,-7.513322220372854465e-01
-5.876704578489384823e-02,-1.908707767924527066e-01,-3.048746194958122047e+00,9.450622552545148713e-02,-3.103113668673518344e-01
-5.876685110058344624e-02,-1.562739132749613180e-01,-4.930896102906006662e-01,-2.924042322488651924e-01,-5.940103454010776662e-01
-5.876703232982496972e-02,-1.883892875871875650e-01,-2.862198093573523838e+00,-4.256422295402772504e-01,3.518587809301351732e-01
-5.876678014397381661e-02,-1.439569839976673205e-01,4.149819392933918327e-01,-3.584224256924974927e-01,-8.180731874805114989e-01
-5.876679200284921217e-02,-1.459366892176583441e-01,2.732879430476233273e-01,1.118633455492085704e-01,-1.131883278530328996e+00
-5.876678898273751672e-02,-1.454138537076757054e-01,3.109755213087820880e-01,-3.121188589251957524e-01,4.148166774550107183e-01
-5.876678933833649754e-02,-1.455084574189062230e-01,3.040228918832174054e-01,-3.600114406666863887e-01,2.257682631885392366e-01
-5.876685788608709132e-02,-1.578810678939115419e-01,-6.119435529366614723e-01,-1.071771125205912834e-02,-7.491404551372945475e-01
-5.876686741905425698e-02,-1.593070102204042771e-01,-7.186441968553844983e-01,-2.835334484540916883e-02,-1.027552049719388627e+00
-5.876680332369035864e-02,-1.478312166569995256e-01,1.300379030334039565e-01,-1.362738807334416269e-01,-4.461181671036548169e-01
-5.876676283478991791e-02,-1.408027924099893025e-01,6.594238504979815785e-01,-2.865602923310753281e-01,2.175114452190757497e+00
-5.876677312384779445e-02,-1.425875528368704126e-01,5.195118196684190837e-01,-2.388424279226301072e-01,-1.144477979294467707e+00
-5.876681766174120941e-02,-1.504752643972393777e-01,-6.513004043371294072e-02,-3.052927659071822952e-01,-6.712148967636680785e-01
-5.876682677050689557e-02,-1.519870184260352086e-01,-1.773223477467172349e-01,-2.979610276166798633e-01,-6.697154486172317567e-01
6.283532461888728660e-02,-1.122882638970313929e-01,6.769866323306804601e-01,-1.652378707641665237e-02,1.200220753944258867e-01
-5.876713588798639087e-02,-2.071369107287601430e-01,-4.240040782930315721e+00,-3.403082481021769690e-01,6.763353964555478548e-01
-5.876680138490125022e-02,-1.476094920511105135e-01,1.570272433034116677e-01,-3.670561697484416852e-01,2.075088382429565836e+00
-5.876676009688037300e-02,-1.402100384594118232e-01,6.839736715529914912e-01,-2.505137329499492263e-02,-7.706512942516497988e-01
-5.876681521063855523e-02,-1.499557241514663519e-01,-1.851385509164397633e-02,-3.655354944386105531e-01,1.136129876157002228e+00
