-5.876674954391074290e-02,-1.384329791549346877e-01,8.271786744199134400e-01,-3.757653020480536399e-01,-1.642967543536854702e+00
-5.876682486062165950e-02,-1.516774041857614774e-01,-1.532800580684618164e-01,-2.049124875564278525e-01,-3.860879820642290072e-01
-5.876676757232628112e-02,-1.415445879449357958e-01,5.914753373776134859e-01,-1.013611111101001966e-01,-7.834457336180067344e-01
-5.876680482010124273e-02,-1.482458360264782837e-01,1.041291150136902932e-01,-2.819237789555183449e-01,-5.234689211438386253e-02
-5.876680527528890807e-02,-1.482923454886910519e-01,9.829801606273871895e-02,4.079444995876717783e-04,-3.569712253782117983e-01
-5.876677728369716219e-02,-1.433498994159148887e-01,4.696849137972361476e-01,-3.563784222427305443e-02,1.866187173582432912e+00
-5.876696059801209127e-02,-1.758165482228986332e-01,-1.933154480852660839e+00,-2.280285509260354671e-01,1.096492139287814194e+00
-5.876679186542139999e-02,-1.459366316074152681e-01,2.812027523852289046e-01,-3.750658776082888002e-01,2.229740147537911277e+00
-5.876675895683265011e-02,-1.401312703629340184e-01,6.859278325245053987e-01,-3.716963270349840642e-01,-6.256674111093041279e-01
-5.876721084497488201e-02,-2.198716281739946932e-01,-5.184210866039692611e+00,-2.372408538644165538e-02,4.138188987520947104e-01
-5.876680539217839228e-02,-1.483858569563034913e-01,8.861809792479577452e-02,9.794847376527239524e-02,-5.005234305115210391e-01
-5.876680152280329417e-02,-1.477629015425628578e-01,1.347673187365993341e-01,-2.454433379479362132e-01,-8.308691591878480942e-01
-5.876700257388207949e-02,-1.830610467901588045e-01,-2.468155303582322269e+00,-3.106341408516337110e-01,1.383384907520927021e+00
-5.876675859150694986e-02,-1.400068469555105499e-01,6.933963066476448445e-01,-1.465755425573443127e-01,-8.546906663231164103e-01
-5.876701754803932698e-02,-1.858802762339287762e-01,-2.678030778423780678e+00,-3.122077564510831738e-01,1.062769942149010237e-02
-5.876678891029719215e-02,-1.453811551325629448e-01,3.132768411090121607e-01,-2.885435455533135740e-01,-1.690208602103268509e+00
-5.876678950783204014e-02,-1.455019567321455265e-01,3.093925638412050039e-01,-9.233111841866667446e-02,1.636889830655806621e+00
-5.876676237854305124e-02,-1.407278575185286207e-01,6.596128304885162663e-01,-5.103790468834199651e-02,1.161628700898464261e+00
