-1.168848853521000564e+02,5.282028011160726777e+01
-6.842821790624239497e+01,4.842089807046620109e+01
-7.477250936531412151e+01,3.906081173787617189e+01
-7.170169567184134962e+01,4.533970346999551282e+01
-1.220011651055523743e+02,3.699105960647856506e+01
-7.562539946781471656e+01,4.546305511174239200e+01
-1.228914310117207123e+02,4.706395524697782662e+01
-1.224356641149717291e+02,4.766159308316812826e+01
-9.208302500076310082e+01,4.683842390070633144e+01
-8.053870396293716283e+01,3.713838639039236256e+01
-8.845902571535260961e+01,4.223909583284824265e+01
-1.211233155336888245e+02,3.885078901478880908e+01
-7.628169170105302044e+01,4.021495647381412653e+01
-6.984609312951153015e+01,4.396953284258174932e+01
-7.312621116074633676e+01,4.433079318980787065e+01
-8.772290899715437718e+01,4.195061752944089761e+01
-1.229354657060408158e+02,4.924202010087959280e+01
-8.276016600943641777e+01,3.518267059981833000e+01
-7.682454906841859099e+01,4.218300093394656614e+01
-8.251697787295782405e+01,4.193315172449531758e+01
-7.958560493503351552e+01,4.393547419909612017e+01
-1.155732807412633321e+02,4.131635706714434519e+01
-7.887281864265551690e+01,4.083667137533996083e+01
-1.050626651049060456e+02,3.954616314412954381e+01
-1.217423374972525636e+02,3.662367462796186857e+01
-7.920930319811431275e+01,4.387815508036246115e+01
-8.767106072191866417e+01,4.205683970499244850e+01
-8.125342387891417673e+01,4.175557888441847609e+01
-7.774101963330080878e+01,4.067496595413989269e+01
-1.007813277296955903e+02,3.170356602279803226e+01
-8.037627662794427863e+01,3.616889264119762970e+01
-8.156439218847761197e+01,3.035222897344989690e+01
-1.145977655805191091e+02,3.359301602268749321e+01
-7.926770476544074029e+01,4.066097359449592119e+01
-9.175171574464796720e+01,4.568202723422893285e+01
-1.233010213443203185e+02,4.842457869094756262e+01
-1.063250698992796544e+02,3.590473524485600620e+01
-9.322941389439534987e+01,4.491174033534515786e+01
-7.663837077227530870e+01,3.515520823482611945e+01
-8.421670286224986057e+01,3.386409013171951443e+01
-8.897046277571620010e+01,3.348508303254933338e+01
-7.994124605278834395e+01,4.057994174429305900e+01
-7.716075834581675963e+01,4.558139148966183285e+01
-1.218013150422759878e+02,4.029753024682911189e+01
-7.365700217526567428e+01,4.282421932087692795e+01
-7.342936275538997393e+01,4.119052886736561447e+01
-8.233486669999862784e+01,3.475678917669841184e+01
-9.501377343088951477e+01,2.964812826385934841e+01
-1.236580141181963342e+02,4.875789177555235909e+01
-7.479322231326807469e+01,4.017176131370325010e+01
-7.185809619693468164e+01,4.200906954492046452e+01
-7.243374085646983929e+01,4.227988412853900968e+01
-9.350038954048793016e+01,3.560641189559846254e+01
-1.144802410945824818e+02,3.731135037680028432e+01
-1.515040438447657607e+02,5.963619135301436813e+01
-6.650997032058826619e+01,4.620978892705395680e+01
-1.065302702781193886e+02,3.510223796982939604e+01
-1.229127808434026292e+02,4.243374035971513081e+01
-7.312589363339668580e+01,4.117517765026953214e+01
-9.209002533105589805e+01,4.676964197448162963e+01
-7.089283040868532737e+01,4.163484087237090847e+01
-7.496181460398611307e+01,3.893371969382189235e+01
-1.215887796915118457e+02,3.868382814676383674e+01
-8.962872771008035500e+01,4.076515134852295574e+01
-7.425088855789663000e+01,4.063078669319700964e+01
-1.090623369758785088e+02,3.187641907914786898e+01
-1.159763537950452559e+02,3.619180331597384281e+01
-9.310459368739742558e+01,5.045938279747880273e+01
-1.000019059523765605e+02,2.944484334882131549e+01
-1.222051182131995262e+02,3.739892550077112787e+01
-9.489130610142592559e+01,3.881302101721122710e+01
-1.183900399699166428e+02,3.735632719625790799e+01
-6.201107076991249301e+01,4.724995988594579188e+01
-8.823356551765178324e+01,2.156863424781677097e+01
-7.650567085566824233e+01,4.246133955846637065e+01
-1.203395621133117146e+02,4.630680959275504449e+01
-7.355649444864374686e+01,4.549900274219160679e+01
-8.487109181348809273e+01,3.163162281270010467e+01
-8.566412691011538527e+01,3.595816837148770162e+01
-8.394655643790250110e+01,4.191976998462562420e+01
-8.258913218492058661e+01,3.655034808928129308e+01
-6.831891435884186592e+01,4.444409253518269054e+01
-1.032309163452688807e+02,3.285654363574814596e+01
-8.451935032991357843e+01,4.270927748819556058e+01
-1.227880402128679833e+02,4.384960493683885829e+01
-7.393959186203777278e+01,4.213310776126387935e+01
-7.868883280399580826e+01,4.128856553443957722e+01
-1.051528483451414786e+02,3.956386248660538030e+01
-1.162130857664915453e+02,4.754581012945299534e+01
-7.657602039152423856e+01,3.933337420327535483e+01
-8.185662611301027880e+01,3.493573146051748068e+01
-1.160061536327057894e+02,5.047870224301873776e+01
-8.439884051612699523e+01,3.963699154029274041e+01
-8.139566900769895597e+01,4.294934711936578964e+01
