-9.784116224846331988e+01,4.910387847514970616e+01
-1.167797004682290236e+02,4.572202683793575062e+01
-1.458701412164590465e+02,6.049712391857413252e+01
-8.544219051282055943e+01,3.946770160687323425e+01
-1.196309031144126322e+02,4.766389617791218569e+01
-7.286903346214845101e+01,4.524825240400759441e+01
-7.817732973109052352e+01,3.986676220578485896e+01
-9.297431698150410284e+01,3.664302316410131510e+01
-1.189088098030872658e+02,3.681895215738042282e+01
-7.553652994066118254e+01,3.895935347999560605e+01
-1.111128716107262164e+02,5.092137300063272676e+01
-7.894091915983324270e+01,4.205481072510026763e+01
-8.100256274307662352e+01,4.117885916403052704e+01
-8.890275637543437881e+01,3.594195704427495741e+01
-6.890087149579088077e+01,4.610885049271869462e+01
-8.663149095808550726e+01,3.699070081688734746e+01
-8.612837391684824695e+01,4.443089602687514628e+01
-1.232083929560853619e+02,5.545101904761838085e+01
-8.172438798276233740e+01,3.823564306725769768e+01
-1.022362707797486649e+02,3.420151225192614675e+01
-1.055370590327898270e+02,5.329228925827860763e+01
-7.186606458022336597e+01,4.290150224660045808e+01
-1.123960329775012355e+02,4.381254988246266890e+01
-1.054160785884160845e+02,3.908001812177341350e+01
-7.900222994473573124e+01,4.325711445902401664e+01
-1.653121459767459385e+02,6.448745592705853369e+01
-1.015076864946677517e+02,4.774639554559367127e+01
-9.950223422358992309e+01,4.093758949199020236e+01
-1.209504321828529498e+02,5.013435272959440425e+01
-8.103320181150357371e+01,3.225087356337256494e+01
-1.112007943815683291e+02,5.157563609760225631e+01
-1.041992082957567334e+02,3.184099985777914910e+01
-1.221426649991820312e+02,4.897340579648025738e+01
-9.250021393861051422e+01,3.685704150660686196e+01
-7.943486614102970123e+01,3.364586375014968667e+01
-1.240540504730472833e+02,4.180216458539951674e+01
-9.025886815838093469e+01,3.838525763463332652e+01
-8.428385221949740469e+01,3.338205806335763981e+01
-1.109978342484009630e+02,3.922109919021448121e+01
-9.946640357411968125e+01,3.884185173820476678e+01
-7.614813089297386739e+01,3.926405440859831231e+01
-5.347426997852190311e+01,4.670787161286698819e+01
-8.625044383469575848e+01,3.158597380361431561e+01
-9.671930374015862242e+01,4.542797250944049381e+01
-1.049434284111937501e+02,3.478031999630082538e+01
-9.296318805155277687e+01,3.156404211677691052e+01
-9.499274332542088928e+01,4.895959153175562051e+01
-1.012231105853865358e+02,5.046189321807389661e+01
-9.482600688968219060e+01,4.525726518845020507e+01
-1.089213754224923036e+02,3.660678562036079597e+01
-9.368935341403836503e+01,3.465933212042926215e+01
-7.330179147077255664e+01,4.255826873074421002e+01
-1.058124508112082509e+02,4.754884828877612790e+01
-9.355112625266173154e+01,4.828636684179396354e+01
-9.100579913331493742e+01,4.378996523117109518e+01
-7.736971216066527290e+01,4.032672396029979467e+01
-7.008939404121804273e+01,4.733842106241026215e+01
-7.916484429170886017e+01,3.819096415249438792e+01
-9.850504305004010064e+01,2.729631114717442841e+01
-8.618413755430869116e+01,4.058421420510312316e+01
-1.071836244230296984e+02,3.723283060933241728e+01
-1.083085468118957237e+02,4.955275845380624133e+01
-7.796206384903103981e+01,4.317577242013157246e+01
-9.653183709691005276e+01,5.066549201195029184e+01
-1.211596402150102136e+02,3.751420919436687029e+01
-1.353508467641506741e+02,5.952950067003230572e+01
-9.167927412360904782e+01,4.440113114580977793e+01
-1.095315322494708141e+02,4.996046463910229818e+01
-1.022109316028568315e+02,3.824621457576773764e+01
-7.698643144522056048e+01,3.708433423572447651e+01
-9.200157431963333465e+01,3.455902624259829281e+01
-1.232270415054814663e+02,3.916350330040646099e+01
-8.306730501035566760e+01,2.968612738185534283e+01
