5.275937629869992262e-01,4.424417856537685712e-01,-6.822913440226680004e-01,3.318326857321956397e-02,4.050616044109341396e-01,-1.195835314891161794e+00,9.468279974501323526e-01,2.092358920046178961e-01
-5.292149801439851586e-01,-4.549817716719371519e-01,-9.702492416547667808e-01,1.036825085229210242e+00,-5.085256847302677130e-01,-1.325431343022272612e+00,-4.578591019205428547e-01,-7.461601088451973451e-01
-6.132709639925254530e-01,-5.980226844335488900e-01,-1.127921368040270655e+00,9.188393568261875588e-01,7.390035919180099055e-01,-7.982065561357288841e-01,-2.019363266457685213e-01,-1.849384561606021715e-01
5.315852387674179225e-01,2.659815720493636793e-01,-1.194435651594398351e+00,3.458916045784786730e-01,1.052035397450453269e+00,-9.092705323190174438e-01,4.434455882129654802e-01,1.775980419075223471e-01
-6.718625312599005306e-02,4.743609722347129631e-01,-5.277729859358823994e-01,-2.278220676138617284e-01,2.105716670723908335e-01,-1.109596449328977830e+00,7.120748029070046448e-01,2.500500282933899587e-01
-9.781611099479886606e-01,-1.312543289868004281e+00,1.732452939757937127e+00,-1.204464503197068659e+00,-1.133862891443932902e-01,5.524761007761326559e-02,-1.214083786461605863e+00,2.664005649239669093e+00
2.389567507197846385e+00,-8.145025311361934195e-01,1.175356567953906861e+00,1.064740785269967516e+00,1.944740578398560071e+00,-7.966675950150984287e-01,-2.005424476604380779e-01,4.734696263354091772e-01
-9.616855906472256965e-01,1.198910190432518619e-01,-2.700296186083655514e-01,-5.278604561908489812e-01,3.419837257742352338e-02,6.730011538083550127e-01,5.853485495370459590e-01,5.644084191087332947e-01
-7.851762237537640576e-01,-7.070647991493443918e-01,-9.796257219056653254e-01,1.406758076564538884e+00,-3.984947401239812004e-02,-1.101731160434345602e+00,-7.211435685413115637e-01,-3.271293132365642453e-01
-9.263239287643305619e-01,-3.193658533737149807e-01,-5.740455508553166108e-01,6.166622398841404840e-01,-2.529411509827346749e-01,-4.327786067980098905e-01,-1.985621002791295997e-01,1.613979811500496353e-01
-7.915447078623807364e-01,-2.837361713683689279e-01,-6.890262911806207535e-01,7.969688557342955448e-01,-3.248012705949584467e-01,-9.204143199578962431e-01,-2.608089522056086240e-01,-1.066029983808640114e-01
